	hCiPSCs_6_corr	hCiPSCs_6_pval	hCiPSCs_6_qval	hCiPSCs_6_ci_low	hCiPSCs_6_ci_high
APOD	0.0662654539298778	2.946568657203861e-09	6.0491861217985805e-09	0.04441628701332172	0.08805125767929452
CD38	0.06597964343090806	3.444488651184374e-09	7.056739962063739e-09	0.04412978408633001	0.08776641050696764
CDKN1C	0.06587974801469187	3.6371262994755136e-09	7.435986239982514e-09	0.04402964750287062	0.08766685094879517
CDC42EP3	0.06559081420783587	4.255217112098318e-09	8.69066552749832e-09	0.043740018624207205	0.08737888611521019
RPL39	0.06532985087530192	4.900485740396947e-09	9.987897225530685e-09	0.04347843066362331	0.08711879482404455
RPL41	0.06450570732581978	7.626829998568372e-09	1.5449019372100073e-08	0.042652334159418	0.0862973857485514
HBG2	0.06437234434022379	8.188618732828936e-09	1.6570009452203486e-08	0.04251865795538674	0.08616446247071739
HOXC8	0.06342082720244309	1.3541332639190374e-08	2.7373430089651705e-08	0.041564928775045036	0.08521606004106937
FSTL1	0.06316154523826233	1.551129174679862e-08	3.1291656921858034e-08	0.0413050509493654	0.08495761996617915
PAMR1	0.06315662159934309	1.5551269836203824e-08	3.1340326672961224e-08	0.04130011602393647	0.08495271228595516
HTRA3	0.06309901086889931	1.602654584763753e-08	3.2250081035797184e-08	0.04124237331104228	0.08489528820713062
CCBE1	0.06288064813753698	1.795937543720971e-08	3.60830134546378e-08	0.04102351165023172	0.08467763162944852
IER5L	0.0625117816425412	2.1749744251534104e-08	4.360978132381635e-08	0.040653807109019294	0.08430995327078886
CNN1	0.062095221517825136	2.696547802667908e-08	5.3849242483580347e-08	0.040236307776283314	0.08389472776898337
CTSK	0.06208109402598649	2.716212526894401e-08	5.418720651534037e-08	0.04022214856534827	0.08388064540769011
CXCL11	0.06204093327112492	2.7728770843717752e-08	5.526187495769153e-08	0.04018189768936277	0.08384061289957509
NR3C1	0.06200981742531321	2.8175665755695217e-08	5.609596293958655e-08	0.040150712068067036	0.08380959636870484
SDPR	0.0617634331946522	3.1969662550128734e-08	6.352163101668795e-08	0.039903776838691535	0.08356399705088753
CAV2	0.06142648053494381	3.79692649773576e-08	7.52911101908084e-08	0.03956607496127368	0.08322811354250458
BST1	0.06100123135367269	4.7113327575521587e-08	9.286445525105301e-08	0.03913988736217173	0.0828042066067693
C8orf4	0.060642995661612666	5.6442560767064484e-08	1.1092141415157702e-07	0.0387808673065048	0.08244709551759097
TIMP1	0.06058343531107185	5.815798435600579e-08	1.1406580860299945e-07	0.038721177094707744	0.08238772160092137
JAM2	0.060567521841520304	5.862479853571423e-08	1.1486741992577505e-07	0.03870522895494306	0.08237185791699214
EPHA4	0.05958974036142914	9.544459882111522e-08	1.8590539100428057e-07	0.037725338576754586	0.081397114249325
PLN	0.05949631024864043	9.99553025170271e-08	1.9449963885449077e-07	0.037631709152877196	0.08130397222558716
CARD16	0.0594390973773742	1.0281859407535971e-07	1.998744940874987e-07	0.03757437442097436	0.08124693558051455
HHIP	0.05913174507200711	1.1961154125783823e-07	2.3138162139603343e-07	0.03726636993397441	0.08094052753223005
JUN	0.058268119612384706	1.822461826295568e-07	3.51856155330697e-07	0.03640093415361362	0.08007953326423164
MMP11	0.05824666845774876	1.841486789457402e-07	3.551823788055886e-07	0.03637943845079524	0.08005814705017487
MLTK	0.05817390086312556	1.9074646566252725e-07	3.6754947623276453e-07	0.036306519888521946	0.07998559960037889
TNS3	0.058087023203686285	1.9892305761384034e-07	3.829317282400802e-07	0.03621946229286943	0.07989898447051512
HRASLS2	0.05767932057409065	2.420387699188368e-07	4.6322424794728e-07	0.03581091968555327	0.07949250944943385
HOXB3	0.057665075326620456	2.4369778775877186e-07	4.6594828471865757e-07	0.03579664522117522	0.07947830696380397
OAF	0.05750166842460624	2.635314400752977e-07	5.024123982920574e-07	0.035632903810945	0.07931538994842728
TM4SF1	0.057426036967278604	2.7323060121940925e-07	5.199007686340443e-07	0.035557117926895726	0.07923998483636188
HOXC9	0.05729678403294643	2.906095808713349e-07	5.524376359448356e-07	0.03542760166203166	0.07911111814455966
TNFAIP6	0.05716104261106638	3.1000847616831173e-07	5.887480858643154e-07	0.03529158448129353	0.07897578156964404
CA12	0.05686693114082496	3.5642130601579604e-07	6.743013607590706e-07	0.034996878302774245	0.07868254452417829
ENG	0.05683134460427647	3.624723354198881e-07	6.850935058557541e-07	0.034961220066397826	0.07864706353417358
CFL2	0.05618422299561556	4.914423556944451e-07	9.270816194732042e-07	0.03431280434858841	0.07800185159063477
S100A16	0.05602709847075984	5.288782480263573e-07	9.958021869981986e-07	0.034155368385343686	0.07784518798489706
RPL11	0.05578923241631105	5.908302041822876e-07	1.1103339483539758e-06	0.03391703291926125	0.07760801765157804
TWIST1	0.05566115422381731	6.270266300337218e-07	1.1761211077577494e-06	0.03378870300398725	0.07748031304500165
ANKH	0.05564846545326128	6.307267844461361e-07	1.1808208833806924e-06	0.03377598933439564	0.07746766124680961
TNFRSF1B	0.055300607288533796	7.407647120569514e-07	1.3802939073860441e-06	0.03342745132852797	0.0771208139293177
BAG2	0.05511175718888544	8.080218783659578e-07	1.4985546468381789e-06	0.033238234375368894	0.0769325104005505
CSTA	0.05490647232328595	8.877956574922909e-07	1.6449597140227357e-06	0.033032552509282435	0.07672781790563482
CLIC3	0.05403538662946343	1.3189505317535449e-06	2.4369768236231384e-06	0.032159802833107404	0.07585922535658392
PTGES	0.053911914382790325	1.3944027713890464e-06	2.5739815864016293e-06	0.03203609742419828	0.07573610382116683
KLHDC7B	0.053859279758204086	1.4278135216587068e-06	2.6331971383575216e-06	0.03198336360931002	0.07568361849795191
SOD2	0.05337924738976822	1.770198414081852e-06	3.249472854818776e-06	0.03150243223706654	0.07520494219020378
